person1	is	person2
http://dbpedia.org/resource/Albus_Dumbledore	http://dbpedia.org/ontology/portrayer	http://dbpedia.org/resource/Toby_Regbo
http://dbpedia.org/resource/Alessandro_Manzoni	http://dbpedia.org/ontology/relative	http://dbpedia.org/resource/Cesare_Beccaria
http://dbpedia.org/resource/Albert_Brudzewski	http://dbpedia.org/ontology/doctoralStudent	http://dbpedia.org/resource/Nicolaus_Copernicus
http://dbpedia.org/resource/Abbie_Hoffman	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Penn_Jillette
http://dbpedia.org/resource/Albus_Dumbledore	http://dbpedia.org/ontology/portrayer	http://dbpedia.org/resource/Richard_Harris
http://dbpedia.org/resource/Al_Pacino	http://dbpedia.org/property/with	http://dbpedia.org/resource/Harvey_Keitel
http://dbpedia.org/resource/Aaron_Burr	http://dbpedia.org/property/parents	http://dbpedia.org/resource/Aaron_Burr_Sr.
http://dbpedia.org/resource/Adi_Shamir	http://dbpedia.org/ontology/doctoralStudent	http://dbpedia.org/resource/Eli_Biham
http://dbpedia.org/resource/Abbie_Hoffman	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/George_Metesky
http://dbpedia.org/resource/Albrecht_III_Achilles,_Elector_of_Brandenburg	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Frederick_I,_Elector_of_Brandenburg
http://dbpedia.org/resource/Aaron_Burr	http://dbpedia.org/ontology/governor	http://dbpedia.org/resource/George_Clinton_(vice_president)
http://dbpedia.org/resource/Aaron_Burr	http://dbpedia.org/ontology/successor	http://dbpedia.org/resource/George_Clinton_(vice_president)
http://dbpedia.org/resource/Adlai_Stevenson_II	http://dbpedia.org/ontology/president	http://dbpedia.org/resource/John_F._Kennedy
http://dbpedia.org/resource/Aaron_Burr	http://dbpedia.org/ontology/predecessor	http://dbpedia.org/resource/Thomas_Jefferson
http://dbpedia.org/resource/Aaron_Burr	http://dbpedia.org/ontology/president	http://dbpedia.org/resource/Thomas_Jefferson
http://dbpedia.org/resource/Adi_Shamir	http://dbpedia.org/ontology/doctoralStudent	http://dbpedia.org/resource/Uriel_Feige
http://dbpedia.org/resource/Albrecht_III_Achilles,_Elector_of_Brandenburg	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Margaret_of_Baden
http://dbpedia.org/resource/Al_Pacino	http://dbpedia.org/property/with	http://dbpedia.org/resource/Ellen_Burstyn
http://dbpedia.org/resource/Albert_Finney	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Anouk_Aimée
http://dbpedia.org/resource/Abbie_Hoffman	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Abraham_Maslow
http://dbpedia.org/resource/Aaron_Burr	http://dbpedia.org/ontology/predecessor	http://dbpedia.org/resource/Philip_Schuyler
http://dbpedia.org/resource/Aaron_Burr	http://dbpedia.org/ontology/successor	http://dbpedia.org/resource/Philip_Schuyler
http://dbpedia.org/resource/Aaron_Burr	http://dbpedia.org/property/before	http://dbpedia.org/resource/Philip_Schuyler
http://dbpedia.org/resource/Abbie_Hoffman	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Jonah_Raskin
http://dbpedia.org/resource/Alan_Rickman	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Rima_Horton
http://dbpedia.org/resource/Abbie_Hoffman	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Antonin_Artaud
http://dbpedia.org/resource/Albert_Finney	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jane_Wenham_(actress)
http://dbpedia.org/resource/Adlai_Stevenson_II	http://dbpedia.org/property/predecessor	http://dbpedia.org/resource/Dwight_H._Green
http://dbpedia.org/resource/Adlai_Stevenson_II	http://dbpedia.org/property/predecessor	http://dbpedia.org/resource/James_Jeremiah_Wadsworth
http://dbpedia.org/resource/Aaron_Burr	http://dbpedia.org/property/alongside	http://dbpedia.org/resource/John_Laurance
http://dbpedia.org/resource/Aaron_Burr	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Theodosia_Bartow_Prevost
http://dbpedia.org/resource/Alfred_Marshall	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Gary_Becker
http://dbpedia.org/resource/Alfred_Marshall	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/John_Maynard_Keynes
http://dbpedia.org/resource/Alfred_Marshall	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Léon_Walras
http://dbpedia.org/resource/Andrew_Bobola	http://dbpedia.org/ontology/beatifiedBy	http://dbpedia.org/resource/Pope_Pius_IX
http://dbpedia.org/resource/Alonzo_Church	http://dbpedia.org/ontology/doctoralStudent	http://dbpedia.org/resource/Raymond_Smullyan
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Talcott_Parsons
http://dbpedia.org/resource/Andie_MacDowell	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Margaret_Qualley
http://dbpedia.org/resource/Alonzo_Church	http://dbpedia.org/ontology/doctoralStudent	http://dbpedia.org/resource/Dana_Scott
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/David_Bohm
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/C._D._Broad
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Milič_Čapek
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Sewall_Wright
http://dbpedia.org/resource/Alfred_Marshall	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/William_Stanley_Jevons
http://dbpedia.org/resource/Alonzo_Church	http://dbpedia.org/ontology/doctoralStudent	http://dbpedia.org/resource/J._Barkley_Rosser
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Wolfgang_Smith
http://dbpedia.org/resource/Alonzo_Church	http://dbpedia.org/ontology/doctoralStudent	http://dbpedia.org/resource/Alan_Turing
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Aristotle
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/B._F._Skinner
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Bertrand_Russell
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/David_Hume
http://dbpedia.org/resource/Andreas_Vesalius	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Galen
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Henri_Bergson
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Immanuel_Kant
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Isaac_Newton
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/John_Locke
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Maurice_Merleau-Ponty
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Plato
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Ilya_Prigogine
http://dbpedia.org/resource/Alonzo_Church	http://dbpedia.org/ontology/doctoralAdvisor	http://dbpedia.org/resource/Oswald_Veblen
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Jules_Vuillemin
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/William_James
http://dbpedia.org/resource/Alfred_Marshall	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Vilfredo_Pareto
http://dbpedia.org/resource/Alfred_Marshall	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Henry_Sidgwick
http://dbpedia.org/resource/Alice_Walker	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Rebecca_Walker
http://dbpedia.org/resource/Andrew_Bobola	http://dbpedia.org/ontology/canonizedBy	http://dbpedia.org/resource/Pope_Pius_XI
http://dbpedia.org/resource/Alonzo_Church	http://dbpedia.org/ontology/doctoralStudent	http://dbpedia.org/resource/Martin_Davis
http://dbpedia.org/resource/Alfred_Marshall	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Arthur_Cecil_Pigou
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/George_Santayana
http://dbpedia.org/resource/Alonzo_Church	http://dbpedia.org/ontology/doctoralStudent	http://dbpedia.org/resource/Alfred_Foster_(mathematician)
http://dbpedia.org/resource/Andreas_Vesalius	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Gabriele_Falloppio
http://dbpedia.org/resource/Alfred_Marshall	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Jules_Dupuit
http://dbpedia.org/resource/Alonzo_Church	http://dbpedia.org/ontology/doctoralStudent	http://dbpedia.org/resource/Michael_O._Rabin
http://dbpedia.org/resource/Alice_Miller_(psychologist)	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Katharina_Rutschky
http://dbpedia.org/resource/Alonzo_Church	http://dbpedia.org/ontology/doctoralStudent	http://dbpedia.org/resource/George_Alfred_Barnard
http://dbpedia.org/resource/Alfred_North_Whitehead	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Susanne_Langer
http://dbpedia.org/resource/Ambrosius_Holbein	http://dbpedia.org/ontology/training	http://dbpedia.org/resource/Hans_Holbein_the_Elder
http://dbpedia.org/resource/Ali_G	http://dbpedia.org/property/portrayer	http://dbpedia.org/resource/Sacha_Baron_Cohen
http://dbpedia.org/resource/Allen_G._Thurman	http://dbpedia.org/ontology/successor	http://dbpedia.org/resource/Thomas_F._Bayard
http://dbpedia.org/resource/Alfred_Bester	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Rolly_Bester
http://dbpedia.org/resource/Allen_G._Thurman	http://dbpedia.org/property/succeeded	http://dbpedia.org/resource/Thomas_W._Bartley
http://dbpedia.org/resource/Allen_G._Thurman	http://dbpedia.org/property/before	http://dbpedia.org/resource/Benjamin_Wade
http://dbpedia.org/resource/Allen_G._Thurman	http://dbpedia.org/property/preceded	http://dbpedia.org/resource/Benjamin_Wade
http://dbpedia.org/resource/Alfred_Rosenberg	http://dbpedia.org/ontology/president	http://dbpedia.org/resource/Adolf_Hitler
http://dbpedia.org/resource/Alfred_Rosenberg	http://dbpedia.org/property/leader	http://dbpedia.org/resource/Adolf_Hitler
http://dbpedia.org/resource/Alfred_Jodl	http://dbpedia.org/ontology/relation	http://dbpedia.org/resource/Ferdinand_Jodl
http://dbpedia.org/resource/Alice_Walker	http://dbpedia.org/ontology/partner	http://dbpedia.org/resource/Tracy_Chapman
http://dbpedia.org/resource/Alyson_Hannigan	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Alexis_Denisof
http://dbpedia.org/resource/Alexandru_Ioan_Cuza	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Elena_Cuza
http://dbpedia.org/resource/Alexander_Shulgin	http://dbpedia.org/property/spouses	http://dbpedia.org/resource/Ann_Shulgin
http://dbpedia.org/resource/Alexandru_Ioan_Cuza	http://dbpedia.org/ontology/successor	http://dbpedia.org/resource/Carol_I_of_Romania
http://dbpedia.org/resource/Amartya_Sen	http://dbpedia.org/property/children	http://dbpedia.org/resource/Antara_Dev_Sen
http://dbpedia.org/resource/Allen_G._Thurman	http://dbpedia.org/ontology/predecessor	http://dbpedia.org/resource/Thomas_W._Ferry
http://dbpedia.org/resource/Allen_G._Thurman	http://dbpedia.org/property/succeeded	http://dbpedia.org/resource/Charles_Cleveland_Convers
http://dbpedia.org/resource/Allen_G._Thurman	http://dbpedia.org/property/preceded	http://dbpedia.org/resource/John_A._Corwin
http://dbpedia.org/resource/Allen_G._Thurman	http://dbpedia.org/property/before	http://dbpedia.org/resource/John_I._Vanmeter
http://dbpedia.org/resource/Allen_G._Thurman	http://dbpedia.org/property/preceded	http://dbpedia.org/resource/John_I._Vanmeter
http://dbpedia.org/resource/Allen_G._Thurman	http://dbpedia.org/property/after	http://dbpedia.org/resource/John_L._Taylor
http://dbpedia.org/resource/Allen_G._Thurman	http://dbpedia.org/property/succeeded	http://dbpedia.org/resource/John_L._Taylor
http://dbpedia.org/resource/Allen_G._Thurman	http://dbpedia.org/property/preceded	http://dbpedia.org/resource/Peter_Hitchcock
http://dbpedia.org/resource/Alfred_Meyer	http://dbpedia.org/ontology/successor	http://dbpedia.org/resource/Rudolf_Amelunxen
http://dbpedia.org/resource/Andrzej_Żuławski	http://www.w3.org/2002/07/owl#sameAs	http://dbpedia.org/resource/Andrzej_Żuławski
http://dbpedia.org/resource/André_Breton	http://www.w3.org/2002/07/owl#sameAs	http://dbpedia.org/resource/André_Breton
http://dbpedia.org/resource/André_Malraux	http://www.w3.org/2002/07/owl#sameAs	http://dbpedia.org/resource/André_Malraux
http://dbpedia.org/resource/Angela_Davis	http://www.w3.org/2002/07/owl#differentFrom	http://dbpedia.org/resource/Michaela_Angela_Davis
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Ford_Madox_Ford
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Samuel_Johnson
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/William_Shakespeare
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Evelyn_Waugh
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/René_Guénon
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Claude_Lévi-Strauss
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Aldous_Huxley
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Alfred_Jarry
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Christopher_Marlowe
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Dante_Alighieri
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/George_Orwell
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Gerard_Manley_Hopkins
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/John_Milton
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Joseph_Conrad
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Karl_Marx
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Laurence_Sterne
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Leon_Trotsky
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Sigmund_Freud
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Sigmund_Freud
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Luis_Buñuel
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Wolfi_Landstreicher
http://dbpedia.org/resource/Andrew_Sarris	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/J._Hoberman
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Marquis_de_Sade
http://dbpedia.org/resource/Andrew_Lloyd_Webber	http://dbpedia.org/ontology/child	http://dbpedia.org/resource/Imogen_Lloyd_Webber
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Charles_Fourier
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/D._H._Lawrence
http://dbpedia.org/resource/Anthony_Burgess	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/T._S._Eliot
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influencedBy	http://dbpedia.org/resource/Arthur_Rimbaud
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Guy_Debord
http://dbpedia.org/resource/André_Breton	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Fernando_Arrabal
http://dbpedia.org/resource/Andrew_Sarris	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Kenneth_Turan
http://dbpedia.org/resource/Andrew_Sarris	http://dbpedia.org/ontology/influenced	http://dbpedia.org/resource/Michael_Phillips_(critic)
http://dbpedia.org/resource/Anton_Cermak	http://dbpedia.org/ontology/predecessor	http://dbpedia.org/resource/William_Hale_Thompson
http://dbpedia.org/resource/Andrzej_Wajda	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Beata_Tyszkiewicz
http://dbpedia.org/resource/Anton_Cermak	http://dbpedia.org/ontology/successor	http://dbpedia.org/resource/Frank_J._Corr
http://dbpedia.org/resource/Andrew_Sarris	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Molly_Haskell
http://dbpedia.org/resource/Anne_Neville	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Edward_of_Westminster,_Prince_of_Wales
http://dbpedia.org/resource/Andrew_Lloyd_Webber	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/William_Lloyd_Webber
http://dbpedia.org/resource/Anne_of_Cleves	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/John_III,_Duke_of_Cleves
http://dbpedia.org/resource/Anne_of_Denmark	http://dbpedia.org/property/issue	http://dbpedia.org/resource/Charles_I_of_England
http://dbpedia.org/resource/Anne_Boleyn	http://dbpedia.org/property/issue	http://dbpedia.org/resource/Elizabeth_I_of_England
http://dbpedia.org/resource/Anne_Boleyn	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Henry_VIII_of_England
http://dbpedia.org/resource/Anne_of_Cleves	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Henry_VIII_of_England
http://dbpedia.org/resource/Anne_Neville	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Richard_III_of_England
http://dbpedia.org/resource/Anne,_Queen_of_Great_Britain	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Anne_Hyde
http://dbpedia.org/resource/Antanas_Valionis	http://dbpedia.org/ontology/primeMinister	http://dbpedia.org/resource/Algirdas_Brazauskas
http://dbpedia.org/resource/Andrew_Lloyd_Webber	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Madeleine_Gurdon
http://dbpedia.org/resource/Anne_Neville	http://dbpedia.org/property/issue	http://dbpedia.org/resource/Edward_of_Middleham,_Prince_of_Wales
http://dbpedia.org/resource/Anthony_Zinni	http://dbpedia.org/ontology/predecessor	http://dbpedia.org/resource/Dennis_Ross
http://dbpedia.org/resource/Anne_Boleyn	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Thomas_Boleyn,_1st_Earl_of_Wiltshire
http://dbpedia.org/resource/Anna_of_Russia	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Praskovia_Saltykova
http://dbpedia.org/resource/Andrzej_Wajda	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Krystyna_Zachwatowicz
http://dbpedia.org/resource/Antanas_Valionis	http://dbpedia.org/ontology/primeMinister	http://dbpedia.org/resource/Zigmantas_Balčytis
http://dbpedia.org/resource/Anne,_Queen_of_Great_Britain	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/James_II_of_England
http://dbpedia.org/resource/Anne,_Queen_of_Great_Britain	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Prince_George_of_Denmark
http://dbpedia.org/resource/Antanas_Valionis	http://dbpedia.org/ontology/primeMinister	http://dbpedia.org/resource/Rolandas_Paksas
http://dbpedia.org/resource/Antanas_Valionis	http://dbpedia.org/ontology/primeMinister	http://dbpedia.org/resource/Gediminas_Kirkilas
http://dbpedia.org/resource/Anne_of_Cleves	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Maria_of_Jülich-Berg
http://dbpedia.org/resource/Anne_of_Denmark	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Frederick_II_of_Denmark
http://dbpedia.org/resource/Anne,_Queen_of_Great_Britain	http://dbpedia.org/property/after	http://dbpedia.org/resource/George_I_of_Great_Britain
http://dbpedia.org/resource/Anne,_Queen_of_Great_Britain	http://dbpedia.org/property/successor	http://dbpedia.org/resource/George_I_of_Great_Britain
http://dbpedia.org/resource/Anthony_Zinni	http://dbpedia.org/ontology/president	http://dbpedia.org/resource/George_W._Bush
http://dbpedia.org/resource/Anne,_Queen_of_Great_Britain	http://dbpedia.org/ontology/predecessor	http://dbpedia.org/resource/William_III_of_England
http://dbpedia.org/resource/Anne,_Queen_of_Great_Britain	http://dbpedia.org/property/before	http://dbpedia.org/resource/William_III_of_England
http://dbpedia.org/resource/Anne_Boleyn	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Elizabeth_Boleyn,_Countess_of_Wiltshire
http://dbpedia.org/resource/Anne_of_Denmark	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Sophie_of_Mecklenburg-Güstrow
http://dbpedia.org/resource/Andrew_Lloyd_Webber	http://dbpedia.org/ontology/relative	http://dbpedia.org/resource/Julian_Lloyd_Webber
http://dbpedia.org/resource/Andrew_Lloyd_Webber	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Sarah_Brightman
http://dbpedia.org/resource/Anna_of_Russia	http://dbpedia.org/ontology/successor	http://dbpedia.org/resource/Ivan_VI_of_Russia
http://dbpedia.org/resource/Anna_of_Russia	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Ivan_V_of_Russia
http://dbpedia.org/resource/Andrzej_Żuławski	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Małgorzata_Braunek
