id1	id2	is_similar
61992707	61997134	True
62315353	62318900	True
62452324	62470230	False
62009882	61993038	False
62136953	62137060	True
62378135	62377920	True
62499176	62272133	False
62025291	62106406	False
62191622	62231108	False
62280659	62292270	True
62474561	62474612	True
62445421	62342340	False
62237504	62078272	False
62088743	62390423	False
62438172	62432138	False
62215835	62216018	True
62046498	62064846	False
62366540	62474080	False
62415875	62417718	True
62145639	62340761	False
62098503	62134348	False
62499555	62415502	False
62339425	62490685	False
62408422	62338623	False
62024243	62268431	False
62049564	62050438	False
62058417	62327401	False
62137508	62115840	False
62055170	62444342	False
62143860	62435432	False
62287504	62132649	False
61989640	62097913	False
62262119	62297707	False
62216853	62477794	False
62011066	62448170	False
62024889	62024098	True
62432801	62100028	False
62429168	62469974	False
62036777	62376347	False
62140866	62239681	False
62217208	62187726	False
62371049	62103947	False
62045668	62259707	False
62071049	62241913	False
62479803	62009979	False
62078703	62071782	False
62038475	62488578	False
62423199	62304549	False
62106021	62078122	False
62011447	62010622	True
62258204	62230565	False
62331123	62060749	False
62052372	62072887	False
62330008	62333355	True
62032443	62217245	False
62473179	62325500	False
62489976	62454325	False
62061379	62061719	True
62474634	62407382	False
62020261	62118241	False
62161185	62130438	False
62416356	62422448	False
62062810	62060700	True
62054474	62222945	False
62050607	62314109	False
61992743	62209155	False
62441846	62440824	True
62221599	62220933	True
62468315	62407425	False
62059332	62078122	True
62225983	62406739	False
62209304	62417942	False
62408918	62371649	False
61988577	62481286	False
62061219	62080986	False
62106290	62079355	False
62401945	62054024	False
62420635	62420649	True
62418917	62279732	False
62482993	62109269	False
62138977	62104351	False
62431342	62265967	False
62459451	62076554	False
62424331	62292988	False
62021862	62348146	False
62061622	62492975	False
62430992	62212025	False
62202394	62130406	False
62471685	62047323	False
62137308	62122052	False
62433807	62382507	False
62162215	62161660	True
62144258	62146015	True
62046095	62093028	False
62062649	62025152	False
62201742	62264071	False
62032854	62442153	False
62215071	62307647	False
62075165	62074980	True
62474479	62154857	False
62247882	62069289	False
62361642	62464885	False
62429610	62361663	False
62070703	62469305	False
62420829	62454219	False
62218116	62220026	True
62431131	62109924	False
62037102	62037747	True
62450440	62451596	True
62016780	62179365	False
62435036	62479616	False
62045402	62043768	True
62441459	62140866	False
62375066	62375018	True
62036995	62040129	True
62499065	62430909	False
62433807	62066247	False
62382227	62382848	True
62240632	62255166	False
62490746	62487060	True
62433873	62378119	False
62283537	62232575	False
62474612	62472548	False
62008928	62089843	False
62080521	62470663	False
62326178	62325668	True
62126636	62258657	False
62276836	62428494	False
62471538	62280049	False
62265266	62496737	False
62066796	62407549	False
62041297	62040092	True
62197061	62192524	True
62089583	62190062	False
62407158	62424609	False
62363191	62363273	True
62254595	62254681	True
62325820	62325824	True
62048634	62497576	False
62370156	62474653	False
62233441	62295275	False
62297070	62369452	False
62297205	62356038	False
62417080	62113070	False
62216731	62276670	False
62009674	62112185	False
62228281	62225300	True
62235706	62225297	False
62314109	62340536	False
62047354	62047473	True
62474919	62112355	False
62105276	62220259	False
62283325	62284805	True
62325043	62325905	True
62228132	62399671	False
62078122	62334731	False
62363849	62441974	False
62372199	62370569	True
62137508	62231795	False
62321604	62366055	False
62125050	62351103	False
62336945	62477769	False
62474374	62474391	True
62058560	62218636	False
62041297	62030022	True
62377457	62469547	False
62081673	62034660	False
62123316	62100751	False
62244061	62419824	False
62467951	62432018	False
62029187	62028970	True
62056750	62161624	False
62290593	62471400	False
62491159	62491690	True
62097431	62481141	False
62317094	62488123	False
61996268	62193468	False
62405460	62327893	False
62135972	62136351	True
62032443	61987390	False
62232454	62232919	True
62440214	62054280	False
62468739	62309664	False
62090479	62000434	False
62227004	62217117	True
62201867	62490133	False
62492975	62059938	False
62022195	62022929	True
62077891	62124380	False
62066602	62343230	False
62260483	62260157	True
62160459	62321604	False
62436105	62033077	False
62441229	62275165	False
62467951	62422961	False
62442138	62440192	True
62323514	62427272	False
62092412	62272108	False
62449093	62446672	True
62054855	62054518	True
62298306	62160248	False
62040760	62399133	False
62241418	62429533	False
62434271	62254696	False
62039085	62488175	False
62189873	62193468	True
62250386	62435500	False
62108314	62193542	False
62125627	62343893	False
62023294	62081825	False
62025228	62051722	False
62433748	62040274	False
62416188	62494568	False
62208659	62208952	True
62023655	62311311	False
62129448	62129488	True
62306861	62489359	False
62474883	62295253	False
62353564	62030022	False
62261067	62129968	False
62282180	62341319	False
62424123	62439077	False
62076859	62060553	False
62404610	62450663	False
62367454	62045695	False
62345735	62478055	False
62168457	62105090	False
62050254	62238461	False
62126666	62421364	False
62382579	62490845	False
62218116	62221683	True
62467951	62084030	False
62419719	62006294	False
62299495	62298389	True
62271968	62097993	False
61999609	62315795	False
62064983	62207559	False
62382382	62378261	True
62355380	62432680	False
62201999	62192262	True
62024535	62430570	False
62360835	62331826	False
62244183	62085222	False
62231218	62322513	False
62481985	62312524	False
62450350	62454067	True
62043565	62459689	False
62065057	62462624	False
62119182	62051058	False
62469445	62417957	False
62399531	62399450	True
62073002	62072715	True
62312233	62083787	False
62293559	62477708	False
62138294	62137615	True
62284968	62112445	False
62192680	62194468	True
62327200	62405694	False
62357540	62450080	False
62207416	62209304	False
62276836	62337380	False
62072102	62073100	True
62101304	62101016	False
62080983	62326884	False
62024748	62024202	True
62320104	62311680	True
62223280	62378261	False
62042168	62042163	True
62302404	62299867	True
62325912	62325905	True
62255535	62075038	False
62330686	62303079	False
62270195	62354408	False
62129575	62130700	True
62106560	62089878	False
62330764	62413110	False
62091735	62104258	False
62486104	62213985	False
61988858	62331296	False
62175489	62386813	False
62473179	62422951	False
62239174	62324622	False
62368977	62202755	False
62091900	62210962	False
62010526	62054928	False
62106273	62478974	False
62434125	62193738	False
62423436	62425717	False
62360642	62307814	False
62466845	62129445	False
62454619	62433397	False
62075972	62208238	False
62039807	62039655	True
62005953	62497407	False
62124828	62489976	False
62417469	62417183	True
62390015	62325067	False
62064653	62405470	False
62255076	62254939	True
62241428	62180032	False
62202755	62427348	False
62376647	62237253	False
62355847	62355185	True
62023369	62485666	False
62439640	62439889	True
62240892	62082509	False
62075226	62346588	False
62130567	62146710	False
62211400	62115100	False
62046435	62431709	False
62426330	62425455	True
62420417	62420517	True
62474634	62162579	False
62376837	62495188	False
62373926	62229673	False
61997402	62398906	False
62052877	62019223	False
62326367	62326369	True
62286102	62173677	False
62194150	62068104	False
62423427	62369768	False
62326855	62459262	False
62446723	62030433	False
62477412	62052512	False
62436105	62436881	True
62168574	62077356	False
62334909	62331094	True
62005344	62267872	False
62442496	62419207	False
62327309	62367285	False
62010380	62114918	False
62050556	62340536	False
62439996	62033077	False
62355249	62356426	False
62441705	62254342	False
62118489	62459451	False
62104150	62299469	False
62473876	62064754	False
62407606	62420325	False
62243874	62244252	True
62424618	62264130	False
62054548	62054612	True
62099821	62499718	False
62326867	62138217	False
62086514	62454153	False
62355286	62269767	False
62399500	62116095	False
62366162	62427627	False
62452049	62458158	True
62053699	62436735	False
62056173	62051598	True
61991741	62188044	False
62397594	62397178	True
62473179	62473484	True
62260216	62043245	False
62498505	62298659	False
62331296	62223386	False
62103022	62129608	False
62056759	62258294	False
62459716	62208625	False
62046402	62430435	False
62093703	62312524	False
62474508	62205166	False
62180088	62296731	False
62458139	62370366	False
62053451	62257060	False
62056075	62431017	False
62098012	62333985	False
62129673	62068306	False
62298306	62224190	False
62266453	62269912	True
62094671	62078796	False
62311862	62072431	False
62327215	62270533	False
62427982	62369452	False
62307855	62420949	False
62212185	62093776	False
62469584	62104011	False
62022951	62325201	False
62352403	62191380	False
62223313	62049693	False
62425479	62403705	False
62419722	62025969	False
62216731	62475331	False
62419219	62419128	True
62073423	62076038	True
62052866	62378560	False
62429045	62456671	False
62090329	62089505	True
62285114	62280967	True
62248435	62247345	True
62312694	62068139	False
62484382	62236606	False
62203474	62181236	False
62107988	62216871	False
62232175	62229585	True
62329898	62175331	False
62462490	62382392	False
62048790	62240632	False
62342775	62254780	False
62415230	62070657	False
62243490	62245872	True
62017349	62355521	False
62354781	62354769	True
62014771	62095320	False
62216324	62213869	False
62040129	62037909	True
62495047	62406739	False
62195439	62430032	False
62135004	62421484	False
62193457	62106517	False
62275412	62237772	False
62141532	62485031	False
62326976	62496172	False
62382749	62228803	False
62465196	62470375	True
62025118	62409248	False
62469605	62437803	False
62362563	62103930	False
62322678	62379185	False
62028481	62011740	False
62222986	62076241	False
62424354	62274112	False
62299312	62469143	False
62009216	62441408	False
62235605	62370697	False
62239918	62206761	False
62069651	62068939	True
62014156	62288542	False
62400954	62400618	True
62439377	62322222	False
62420794	62095934	False
62255747	62254892	True
62099455	62095441	True
62243807	62172998	False
62065567	62326536	False
62479679	62440824	False
62458481	62268028	False
62462018	62138574	False
62499016	62500324	True
62340897	62128023	False
62468836	62162579	False
62026157	62299178	False
62471400	62474063	False
62035963	62458095	False
62052911	62091209	False
62074545	62345913	False
62125613	62323062	False
62338771	61993038	False
61991806	62477661	False
62432648	62432991	True
62478436	62084192	False
62025807	62326595	False
62139845	62312541	False
62434242	62434025	True
62423306	62184087	False
62002659	62327062	False
62235605	62301126	False
62303975	62043768	False
62006331	62419483	False
62066403	62081251	False
62317742	62434106	False
62263454	62374199	False
62043768	62023144	False
62039540	62323597	False
62265967	62371103	False
62489830	62498866	True
62469009	62499199	False
62083787	62231833	False
61984555	61982259	True
62485748	62236768	False
62251972	62249360	True
62098892	62401835	False
62427963	62321922	False
62047794	62466790	False
62305243	62306008	True
62337075	62337312	True
62133463	62477731	False
62128781	62127053	True
62005674	62311321	False
62490396	62107942	False
62369309	62337134	False
62011714	62419074	False
62259885	62052797	False
62419292	62419769	True
62494100	62377362	False
62112359	62423112	False
62424302	62430623	False
62009216	62010617	True
62402267	62402360	True
62240560	62420834	False
62362632	62362656	True
62448145	62382653	False
62048303	62251106	False
62041173	62144470	False
62382213	62244284	False
62488761	62169231	False
62032522	62032899	True
62439853	62441664	True
62235909	62074545	False
62327104	62454260	False
62198805	62333659	False
62126548	62126636	True
62025291	62021420	False
62381468	62381714	True
62206825	62207264	True
62013153	62217662	False
62139055	62139029	True
62304123	62020369	False
62355456	62475751	False
62167622	62170716	True
62237158	61989578	False
62168574	62169721	True
62041297	62028953	False
62048634	62334458	False
62469849	62408256	False
62266453	62429280	False
62205974	62010838	False
62205311	62056956	False
62415403	62085222	False
62065544	62476296	False
62384049	62240632	False
62184011	62184010	True
62051099	62051722	True
62320481	62308749	False
62135167	62437526	False
62126955	62394630	False
62401156	62401233	True
62367340	62475059	False
62030022	62078385	False
62403753	62403351	True
62403775	62108627	False
62105740	62424713	False
62002432	62454575	False
62061102	62060193	True
62497255	62299820	False
62433661	62234684	False
62039085	62039846	True
62216601	62216323	True
62432524	62498996	False
62141843	62354606	False
62474479	62419818	False
62291500	62323774	False
62435385	62116963	False
62490819	62125507	False
62433920	62125694	False
62310608	62311136	True
62051389	62124159	False
62353638	62099929	False
62120972	62210562	False
62186584	62178803	True
62456671	62041173	False
62067147	62067097	True
62440341	62441147	True
62142940	62281640	False
62457620	62286102	False
62362563	62437136	False
62343963	62346522	True
62437901	62317818	False
62310836	62324622	False
62216627	62216537	True
62474951	62325043	False
62073429	62074114	True
62243873	62433748	False
62416800	62137768	False
62345449	62365064	False
62021420	62475542	False
62040274	62105665	False
62188760	62091242	False
62254546	62494370	False
62473843	62014037	False
62133392	62129608	False
62474659	62474634	True
62120972	62359208	False
62107384	62439640	False
62216731	62216584	True
62066863	62066371	True
62052449	62283530	False
62068306	62131745	False
62038460	62105905	False
62393032	62390745	True
62465825	62464300	True
62342439	62323225	True
62036995	62025807	True
62432457	62421394	False
62402195	62321176	False
62445315	62441181	True
62139115	62059582	False
62442551	62239278	False
62073493	62073780	True
62372698	62490849	False
62134884	61995253	False
62072981	62051069	False
62254595	62487650	False
62328257	62169969	False
62232105	62239395	False
62059012	62112642	False
62243594	62249496	True
62142270	62456263	False
62079705	62435835	False
61996716	61997675	True
62470184	62199367	False
62382227	62127194	False
62390153	62019594	False
62371125	62371796	True
62081124	62080581	True
62342885	62338763	False
62125842	62125916	True
62399614	62399711	True
62377883	62100988	False
62353807	62331852	False
62286959	62287981	True
62459716	62461170	True
62128548	62160996	False
62467445	62227106	False
62275891	62496834	False
62398966	62399801	True
62160016	62065955	False
62238309	62298740	False
62030665	62492644	False
62066602	62054928	False
62118643	62094551	False
62254547	62421191	False
62483930	62291110	False
62432115	62435347	True
62208144	62040542	False
62007263	62308602	False
61997660	61998432	True
62384468	62002763	False
62232175	62239395	False
62288159	62125050	False
62101429	62070703	False
62225300	62160988	False
62236768	62236459	True
62024761	62325918	False
62476992	62039150	False
62476896	62402534	False
62217499	62024419	False
62090402	62092412	True
62472046	62330352	False
62052969	62453572	False
62035885	62072758	False
62054612	62442536	False
62490849	62110763	False
62054474	62020681	False
62340164	62435755	False
62500180	62419207	False
62066796	62067147	True
62243342	62062138	False
62100219	62099903	False
62041403	62467215	False
62331565	62185354	False
62181602	62472466	False
62185906	62348019	False
62494306	62131987	False
62467347	62084381	False
62066680	62066904	True
62458505	62459439	True
62028394	62345606	False
62258190	62093779	False
62472046	62014037	False
62427938	61990153	False
62280967	62481286	False
62293583	62202394	False
62334662	62046738	False
62347436	62255594	False
62249496	62243215	True
62350762	62105905	False
62280721	62280049	True
62099468	62370688	False
62131421	62397113	False
62470824	62097989	False
62326917	62138217	False
62424322	62454770	False
62343866	62117560	False
62431342	62379994	False
62122789	62022476	False
62372582	62436352	False
62480233	62192680	False
62274381	62267872	False
62261054	62259698	True
62120705	62273403	False
62224643	62401619	False
62421142	62484675	False
62066403	62236301	False
62472243	62471392	True
62066796	62184882	False
62106871	62314189	False
62208050	62217157	False
62123732	62430771	False
62023498	62407382	False
62214448	62214277	True
62099714	62370907	False
62278509	62182702	False
62352710	62131162	False
62419072	62091663	False
62465825	62435102	False
62314669	62366589	False
62070433	62382649	False
62104024	62065369	False
61981672	62274506	False
62408533	62407779	True
62298222	62240819	False
62245689	62371186	False
62288455	62211511	False
62258689	62079692	False
62486166	62083945	False
62076325	62215689	False
62380027	62259351	False
62355861	61994842	False
62201833	62368395	False
62050438	62185111	False
62230121	62231728	False
62382287	61998477	False
62052841	62366376	False
62474864	62479485	True
62470375	62140223	False
62434949	62436735	False
62079270	62390107	False
62368395	62264071	False
62116095	62079464	False
62357208	62094116	False
62426161	62448089	False
62106540	62106489	True
62434250	62187473	False
62292927	62247345	False
62131835	62132383	True
62237936	62237768	True
62179721	62183109	False
62243490	62244466	True
62420696	62420328	True
62427409	62024535	False
62474654	62326768	False
62382747	62375709	False
62341901	62368977	False
62257915	62065264	False
62345323	62345318	True
62421189	62372690	False
62041255	62065611	False
62233442	62234708	True
62123971	62349295	False
62106500	62314772	False
62304797	62304724	True
62057532	62188868	False
62027112	62022643	False
62050710	62124945	False
62298272	62433811	False
62070479	62070286	True
62325897	62060180	False
62004995	62349186	False
62440738	62052596	False
62186146	62402123	False
62290159	62019150	False
62140735	62140436	True
62500180	62105309	False
62265340	62265378	True
62430909	62430570	True
62427586	62484977	False
62477124	62478876	True
62023922	62083884	False
62409473	62447763	False
62261799	62333087	False
62147183	62125613	False
62039497	62164182	False
62007141	62415983	False
62340388	62254780	False
62368669	62030701	False
62124159	62311196	False
62432077	62267943	False
62054024	62367441	False
62439853	62230749	False
62488990	62270810	False
62078122	62373926	False
62111732	62478335	False
62340282	62484698	False
62037102	62037979	True
62354631	62366563	False
62431454	62432077	True
62303822	62490396	False
62243455	62122429	False
62285757	62291518	True
62382707	62382613	True
62125774	62476386	False
62312273	62297321	False
62450150	62020722	False
62326506	62029027	False
62295301	62239278	False
62462844	62044397	False
62108769	62254659	False
62126818	62416188	False
61988577	62039516	False
62070118	62069871	True
62479616	62485690	False
62424183	62029027	False
62498110	62089644	False
62139679	62289840	False
62382044	62495007	False
62142963	62321604	False
62038438	62164182	False
62441894	62271878	False
62087234	62085242	True
62474391	62093983	False
62379573	62379568	True
62486159	62492070	False
62077082	62350765	False
62456229	62171198	False
62011447	62441408	False
62123971	62207264	False
62107384	62423112	False
62263569	62002763	False
62219371	62038460	False
62237936	62210158	False
62380605	62237584	False
62434003	62434070	True
62185906	62361169	False
62038216	62038803	True
62464140	62333170	False
62229696	62436105	False
62411640	62435168	False
62482492	62359888	False
62327502	62450237	False
62266074	62333058	False
62111827	62426675	False
62061433	62061550	True
62034859	62426775	False
62222120	62447814	False
62077541	62077227	True
62489565	62489814	True
62317001	62313302	True
62415726	62469171	False
62342175	62350042	True
62238686	62038438	False
62272342	62012665	False
62326217	62368843	False
62098762	62307271	False
62428973	62091663	False
62330020	62382990	False
62240267	62351411	False
62300010	62486159	False
62212189	62478554	False
62466230	62458554	True
62021958	62003387	False
62419166	62099764	False
62244005	62270533	False
61996602	62009050	True
62434025	62428231	False
62400594	62400489	True
62125574	62355946	False
62327368	62017401	False
62066183	62316316	False
62424910	62426921	True
62405470	62078272	False
62161216	62161467	True
62333985	62420297	False
62124215	62229936	False
62327405	62326595	False
62311356	62233486	False
62421142	62188111	False
62422083	62131908	False
62035963	62072758	False
62053938	62056193	True
62313129	62313841	True
62039716	62321604	False
62343737	62223036	False
62402360	62121437	False
62205659	62032914	False
62416188	62303815	False
62053451	62324730	False
62476371	62143860	False
62271328	62035635	False
62060700	62188111	False
62354380	62447763	False
62082822	62041421	False
61999138	62437380	False
62231745	62492074	False
62091467	62209765	False
62419722	62419660	True
62138658	62489070	False
62011706	62123141	False
62160996	62415016	False
62456716	62451897	True
62425062	62312694	False
62439361	62089165	False
62299640	62023276	False
62488104	62426435	False
62404077	62404025	True
62418082	62042446	False
62072874	62011814	False
62475243	62475158	True
62239447	62286996	False
62179365	62402123	False
62380331	62423369	False
62222682	62223314	True
62367228	62397724	False
62419393	62024776	False
62261629	62260862	True
62008745	62133075	False
62046977	62037596	True
62019816	62408492	False
62263454	62002417	False
62454067	62450026	True
62352857	62352403	True
62106338	62493296	False
62419072	62089530	False
62333985	62485740	False
62339425	62354426	False
62441183	62441846	True
62271679	61996754	False
62425713	62428336	True
62350667	62272120	False
62004803	62008803	True
62314892	62024535	False
62119410	62409542	False
62203265	62264071	False
62041404	62121294	False
62377362	62105859	False
62023144	62002763	False
62123978	62327742	False
62305828	62243980	False
62198145	62249477	False
62489359	62217480	False
62316879	62270108	False
62321759	62321847	True
62331392	62110650	False
62408358	62297679	False
62295359	62448810	False
62228273	62345634	False
62499239	62317818	False
62146855	62217157	False
62424523	62424900	True
62217133	62473179	False
62051987	62448120	False
62002432	62064449	False
62423559	62454260	False
62376198	62329159	False
62305413	62305243	True
62479815	62478649	False
61999189	62261799	False
62057102	62045662	False
62050426	62330279	False
62221180	62376060	False
62335320	62134759	False
62099868	62131777	False
62382649	62382877	True
62352683	62347941	True
62393121	62060132	False
62048746	62368775	False
62340556	62340067	True
62056193	62185906	False
62474705	62183109	False
62291500	62427553	False
62442365	62406809	False
62345697	62165300	False
62124964	62238360	False
62297321	62246447	False
62360306	62166448	False
62475104	62334662	False
62326536	62433920	False
62217106	62460319	False
62255915	62041038	False
62018537	62268292	False
62475542	62104322	False
62366263	62309399	False
62425713	62222856	False
62407865	62374092	False
62104566	62104981	True
61989801	61989257	True
62123971	62130244	True
62255534	62270432	False
62330018	62023430	False
62439377	62431609	False
62081533	62080521	True
62434484	62373672	False
62473771	62473491	True
62316421	62403662	False
62483874	62483441	True
62181863	62056075	False
62033680	62275469	False
62128353	62145618	False
62024553	62367285	False
62457235	62109260	False
62018410	62440738	False
62450440	62083905	False
62471000	62202594	False
62089230	62089808	True
62305128	62297952	False
62474489	62419818	False
62355309	62327401	False
62245818	62496363	False
62091868	62437136	False
62214279	62376561	False
62345970	62346922	True
62106383	62106355	True
62252442	62252288	True
62049829	62049988	True
62326217	61991961	False
62485352	62339409	False
62325912	62273551	False
62061379	62174751	False
61998582	62144343	False
62454770	62433549	False
62201560	62009979	False
62126420	62145675	False
62349304	62126366	False
62015280	62488975	False
62458823	62363039	False
62076955	62077206	True
62404612	62137099	False
62467951	62084381	False
62109265	62254659	False
62118117	62120872	True
62495047	62494986	True
62188575	62111827	False
62375179	62377506	True
62135531	62376159	False
62005425	62417292	False
62088282	62334731	False
62355474	62269698	False
62169231	62220933	False
62424123	62243559	False
62378417	62420854	False
62224419	62222998	True
62104258	62423645	False
62209350	62286440	False
62041071	62021689	False
62260264	62367183	False
62107425	62438977	False
