category	id	price	product_id	ranking	text	lang
Холодильники	15154666	9999	21403530	5	"Холдильник бомба.
Достоинства:ціна,якість матеріалів
Недостатки:нема"	uk
Холодильники	24721695	3777	11007917	5	"Холодильник працює добре, користуюсь пів року нарікань немає, за таку ціну гарний холодильник.
Достоинства:Низька ціна, за нормальну якість"	uk
Холодильники	23123641	3777	11007917	4	"Упаковано якісно. Доставлено в стислі терміни.
Достоинства:Ціна, вага.
Недостатки:Вже місяць і поки що відсутні. На гарант.талоні відсутні відмітки про дату покупки, що тоді адавати в доказ, коли купували онлайн?"	uk
Холодильники	19010236	3777	11007917	5	"Користуюся вже пів року на роботу купляв, чудовий холодильник не шумить, морозить прекрасно. Маленький зате вмістимий. Доставили скоро дякую розетці за прекрасний товар і обслуговування.
Достоинства:Маленький компактний вмістимий, морозильна камера як для такого холодильника то чудова)))) на роботу просто прекрасно)))
Недостатки:Поки що не виявлено"	uk
Холодильники	20171593	17819	1374382	5	"Купив півроку тому. Користуємось, в цілому нарікань нема. Трохи маловата морозильна камера, але як на вбудований холодильник - то це нормально. Працює досить тихо. 

У холодильнику є фільтр повітря, його слід міняти десь раз у 6-9 місяців. Двері можна перевісити на іншу сторону, що ми і зробили.
Достоинства:Якісне виконання, гарна місткість як на вбудований холодильник"	uk
Холодильники	26734763	17819	1374382	5	"Доброго дня. Замовив холодильник 14.03.18р менеджер не передзвонив. 16.03.18р отримав холодильник.при поверхневому огляді холодильника, виявили дефект у місці компресора.відчуття,що він після ремонту.

Прошу Вас повернути кошти за холодильник, та витрати пов'язані з транспортуванням.товар ще запакований.як мені його повернути і повернути кошти.14днів не пройшло!"	uk
Холодильники	19990006	17819	1374382	5	замовлення нам передали швидко, без царапин	uk
Холодильники	19987682	17819	1374382	2	"Купили, встановили. У порівнянні зі звичайним холодильником такої ж висоти місця менше. Відсотків на 25. Довелося купити ще один холодильник.
Достоинства:тихий
Недостатки:маленький та дорогий"	uk
Холодильники	20131882	16499	13991066	5	"Дуже гарний вмісткий холодильник, багатофункціональний
Достоинства:Гарний і дуже вмісткий
Недостатки:Замала морозильна камера"	uk
Холодильники	17831810	16499	13991066	4	"Хороший холодильник за свою ціну""!
Достоинства:Не дуже дорогий, тихий, хороший у використанні!
Недостатки:Не виявлено!"	uk
Холодильники	17710514	16499	13991066	5	"Якщо Вам потрібен холодильник , який буде прекрасно вписуватися у Ваш інтерєр і надійно працювати - тоді він саме для Вас!
Достоинства:Усе сподобалось!"	uk
Холодильники	17710430	16499	13991066	5	"Холодильник супер,стильний,стінки тоненькі,працює тихо.
Достоинства:Вмістимий
Недостатки:Немає"	uk
Холодильники	17385764	16499	13991066	5	"Хороший холодильник, має багато місця, і є спеціальні зони для тримання різної їжі
Достоинства:Розмір
Недостатки:Немає"	uk
Холодильники	17330028	16499	13991066	5	"Цілком задоволений даним холодильником. Надіюсь прослужить довго.
Достоинства:Вмісткий, порівняно тихий.
Недостатки:Придерусь: вони то дуже зручні, але з вигляду- я о дверних ручках. Якось по простому на вигляд."	uk
Холодильники	17322909	16499	13991066	5	Дуже чудовий холодильник	uk
Холодильники	17285935	16499	13991066	5	Взяла на заміну старого самсунгу(той прослужив 8 років вдома і відправився на дачу, ще працює)...За період користування цим холодильником виявила купу плюсів - починаючи від дизайну,дуже гарно вписується в інтерєр кухні і закінчуючи,звичайно функціональністю. Дуже подобається його обєм,морозильна камера - годі і бажати кращого, усі бутилки чи пакети зручно тримати у дверцятах. Він легко миється і не залишає розводів. Плануємо ще батькам купити такий самий адже якість і довголіття на першому плані	uk
Холодильники	27137120	9999	344170	5	"Холодильник працює нормально, при першому вмиканні він на 5хв. вимкнувся, як і було вказано в інструкціїї, і потім знову почав робити. Охолоджує нормально. Поки що збоїв ніяких нема.
Недостатки:Не змогли поставити 3л банку в холодильник"	uk
Холодильники	24476287	9199	12656100	5	"В цілому - покупкою задоволена.
Достоинства:Ціна/якість. Хороша морозильна камера. А саме головне, що в розстрочку.
Недостатки:мала формочка під яйця - на 6 шт."	uk
Холодильники	19166077	9199	12656100	3	"Бутилки не поміщаются на полиці по висоті.
Достоинства:Енергоефективність
Недостатки:Лоток на 6 яєць"	uk
Холодильники	18362116	9199	12656100	5	"Оперативність ""Розетки"""" мене ввразила ще вчора заказали а сьогодні дотаавили, супер. Хороший холодильник і акційні ціна просто шалена на 2000 тис зеокономили в порівняні з іншими магазинами.
Достоинства:Якісна сборка, тихий мотор.
Недостатки:Немає"	uk
Холодильники	8686963	15799	1374387	5	Хороший холодильник за свої гроші. Працює тихо. Я задоволений.	uk
Холодильники	24598231	12239	23654082	4	"Покупкою задоволений на всі 99%. Давно мріяли про великий холодильник з дружиною.Доставка була чіткою, курєрська, дуже дешиво хоть і проживаємо в селі. Дякуємо магазину Розетка.
Достоинства:Обємний, процює дуже тихо.
Недостатки:в комплекті немає фільтра"	uk
Холодильники	27206984	8599	21554674	5	Нормальний холодильник за адекватну ціну	uk
Холодильники	27204288	8599	21554674	5	Користуємося тиждень, поки претензій немає)	uk
Холодильники	25349791	8599	21554674	4	"прийшов без інструкції і схеми переставляння дверей! хочу переставити двері.де взяти схему?
Достоинства:безшумний,добре морозить,вмісткий
Недостатки:коли заповнити повністю пляшками полочку металеву для пляшок,то на дверях поличка не дозволяє добре тоді закритися дверям..треба не ставити тоді одну-дві пляшки на металічні ніші"	uk
Холодильники	2685051	8599	21554674	5	"ПІДСКАЖІТЬ! ЩО ЦЕ МОЖЕ БУТИ, ХОЛОДИЛЬНА КАМЕРА З ВЕРХУ ПЕРША І ДРУГА МОРОЗИТЬ А ТРЕТЯ І НИЖЧЕ НЕ МОРОЗИТЬ. ДЯКЕУЮ!.БУДУ ВАМ ВДЯЧНИЙ.
Достоинства:ТИХО ПРАЦЮЄ
Недостатки:НЕ ЗНАЮ!"	uk
Холодильники	26702719	16499	6425362	4	"Працював повністю безшумно з порожньою морозильною камерою, після завантаження появились ""цвіркуни"", але терпимо. За цю вартість величезний мінус - відсутня поличка під напої, вона є на вдвічі дорожчих моделях. Виправила ситуацію поличка від ""Снайги"", лягла як рідна.
Достоинства:Досить симпатичний
Недостатки:Відсутня поличка під напої"	uk
Холодильники	20926458	16499	6425362	5	"Пидбав на ""Розетка"" минулого тижня по акції(оплата частинами). Доставка, як завжди на висоті.
При розпаковуванні виявили дві маленькі непримітні вм'ятини з правої сторони під пінопластом.Повертати бажання не було. Встановили, підключили. Працює тихо , роботу компресора не чутно.
Достоинства:NO Frost
Недостатки:Не має"	uk
Холодильники	20297397	16499	6425362	4	Добрий день,хотів би запитати,що мається на увазі подарунок,в разі покупки даної моделі холодильника?	uk
Холодильники	19776610	16499	6425362	5	"Взяли лише із третьої спроби, були вм'ятини на передніх дверях. Лоток для яєць встановили із старого холодильника. Регулювання полок нормальне. Тихий!
Достоинства:колір, інверторний двигун
Недостатки:пластикові передні двері - при доставці уважно оглядати."	uk
Холодильники	18747252	16499	6425362	5	"Довго обирали між Індезітом, ЛЖ і самсунгом. Коли обирали товар не подобалося, що 2 шухлядки (думала, краще б полички були), але приємно здивована зараз, наскільки це функціонально і зручно не пролазити до задньої стінки у пошуках, а витягнути шухлядку і все знайти + візуально добре, що приховані деякі продукти. 3 роки гарантії на холодильник і 10 на компресор. 
Перед цим довго обирали між різними виробниками, дивилися і магазинах, у інших виробників знаходилися недоліки - у індезіту дверцята нещільно закривалися, не було доводчика, ЛЖ - 12 місяців гарантії, вироблений в росії, Лібхери, Хітачі - нестійкі до перепадів напруги (з власного досвіду), дешевші виробники - незагартоване скло матеріал поличок, відклеюється гума на дверцятах через деякий час і т.д. А в Самсунгу наче все надійно
Побажання до Розетки - налагодити співпрацю зі службою доставки, щоб споживач на початку дня знав, коли приблизно очікувати товар.
Достоинства:Працює тихо, поміщається багато продуктів, гарний
Недостатки:Якщо потрібно поставити цільно до стінки, то не вийде - там наче ""горбик"" на задній стінці"	uk
Холодильники	18166670	16499	6425362	4	"купили 3 місяці назад, Взагалі холодильник нормальний, подає незрозумілі звуки між роботою!
Достоинства:розмір, колір
Недостатки:Незрозумілі звуки вночі ( клацає, гупає, наче щось у ньому падає) почали перейматись"	uk
Холодильники	17592676	16499	6425362	5	Дуже хороший холодильник, якість супер , працює тихенько,дизайн не гірший ніж в дорожчих моделях,користуюсь більше року. Всім раджу!!!!	uk
Холодильники	16682564	11399	5708997	5	"З різних причин, але напевно з моментом вибора холодильника стикається кожен з нас. Для мене він наступив 3-4 місяці тому. Бюджет був обмежений. Продавець в магазині відмовляв нас купувати ці марки, схиляючи до дорожчих моделей. Але все-таки я наполягав на виборі даної моделі, оскільки я хотів функцію No Frost холодильної та морозильної камери. Ця функція якраз є у цього холодильника. І так само мене влаштовувала низька ціна.
В цілому холодильник не поганий: розмірами 185х60х65 сантиметрів, колір стандартний білий, має 2 відділення-холодильне та морозильне.У холодильній камері 3 скляних полиці, 2 шухлядки під овочі-фрукти, на дверях є 4 відділення. Загальний обсяг холодильної камери 223 літрів. Цілком вистачає для сім'ї з 3-х чоловік. Морозильна камера складається з 3 рівних висувних шухлядів. Загальний обсяг 75 літрів. Цього цілком вистачає що б закласти його м'ясом на місяць і не бігати щодня в магазин.Температура холодильника регулюється за допомогою терморегулятора, розташованого в самій верхній частині панелі. Рекомендується встановлювати в середнє положення ЕСО. Загалом цей холодильник заслуговує високої оцінки. 
На рахунок шуму: так, в тиші чутно його гудіння. Заявлений рівень звукової потужності 43 дБ, у деяких моделей буває і менше. Для того щоб він менше шумів, необхідо правильно встановити, щоб він був не ближче ніж 5 см від стіни і стояв рівно, кут нахилу не більше 5 градусів. Але ми швидко звикли, і не помічаємо. А якщо у вас окрема кухня, та й ще й за дверима, заважати спати не буде ! Мій старий радянський холодильник хоч і працював 30 або 40 років, але в останні роки шумів як скажений трактор! Доводилося вночі вставати щоб закрити двері на кухню щоб не чути це радянське диво техніки. Так що по шуму Індезіт мене влаштовує.
Достоинства:Ціна, функціональність,
Недостатки:Немає"	uk
Холодильники	25406015	11399	5708997	5	"Кращий з холодильників усіх
Знаю марку INDESIT
Він високий,класний і фірмовий
Колір білий ,стильний й суперовий.

Сиджу я у неті,і думку гадаю
Який холодильник я тут пошукаю ?
Так безліч є марок ,є різні і класні
Та із списку бажань - INDESITвсе ж найкращий!!!"	uk
Холодильники	24435295	11399	5708997	5	"Довго і прискіпливо вибирав модель для себе, купив рік тому, я дуже задоволений, на відміну від інших практично бершумний, легкий, вміщає багато продуктів, використовує мінімум енергії, швидко морозить, легко управляти рівнем температури, зручно що морозильна камера в низу, швидко розморожувати і легко мити. Хороша річ. Рекомендую.
Достоинства:Економічний, місткий, працює уже рік, ніяких нарікань.!
Недостатки:не виявив"	uk
Холодильники	19906979	11399	5708997	4	Хто виробник?	uk
Холодильники	26835396	8499	21553792	4	"Обрали Snaige, так як попередній холодильник того ж бренду прослужив 15 років. Йому потрібен був мінімальний ремонт, але так як ремонт холодильників справа невдячна, то обрали заміну.Було багато коментарів щодо ""дивних звуків"" з холодильника, але нічого такого я не помічала. Дякуємо ""Розетці"" за оптимальну ціну і безкоштовну доставку.
Достоинства:Зручний, тихий, ергономічний, справляється зі своєю функцією
Недостатки:На даний момент не виявлені"	uk
Холодильники	26669199	8499	21553792	5	Товархороший	uk
Холодильники	15016738	8499	21553792	5	"Довго вибирав холодильник. Критеріями були місткість, класс енергоспоживання, і велика морозильна камера. Працює вже два тижні, і вже можу зробити висновки, холодильник дійсно вартий своїх грошей (Ціна-якість). Всі коментарі що холодильник видає посторонні звуки, це правда, але щоб їх почути треба чекати пів дня, це робота холодагенту в трубках. При цьому чим більше екологічно безпечною є модель, тим вище ймовірність формування звуків через більш високій швидкості, з якою газ проходить по трубках охолоджувача. Працює добре. Дверцята легко зачиняються, два великих відсіка для овочів і фруктів, правда пластик у них слабенький, і лоток тільки на 6 яєць. Дякую розетці, товар рекомендую
Достоинства:Місткість, тиха робота компрессора, LED підсвітка, ціна-якість, класс енергоефективності
Недостатки:при роботі видає ледь помітні посторонні звуки, це якщо прислухатися (це хладагент), замічаєш тільки перші пару днів, і їх чути на відстань максимум на 2 метри, на роботу це ніяк не впливає, і дійсно смішний лоток для яєць, тільки для 6 шт."	uk
Холодильники	14776700	8499	21553792	4	"Чудова ціна на холодильники Снайге, що відповідає якості і ринку. Після покупки отримуєш довговічний агрегат.
Достоинства:об'ємна холодильна камера, містка морозильна камера, зручне світло, міцний механізм закриття дверей.
Недостатки:не достатньо низька температура холодильної камери навіть на значенні 6"	uk
Холодильники	7758497	8499	21553792	5	"Все вказано в ""+"" і ""-""
Розетці дякую за оперативну доставку.
Покупкою задоволений
Достоинства:Просторий, світлий, без зайвих наворотів
Недостатки:Немає спеціальних поличок для пляшок
Мало контейнерів для яєць"	uk
Холодильники	1995332	8499	21553792	5	"холодильник вартує своїх грошей. вигляд - суперовий!! склянне покриття дверей робить вигляд на порядок дорожчим. хотіли чорний спершу але на білому сліди від пальців меньш замітні. морозилка класна, з герметичними ящиками, так що не покривається все інеєм поки дістаєш тільки пельмені. зручна штука - зумер нагадування про відкриті двері. у кого діти малі 100% зацінять.
Достоинства:єкономний, недорогий, стильний
Недостатки:на склянному покритті трошки залишаються сліди."	uk
Холодильники	26724123	9299	20803700	5	"Рекомендуємо!
Достоинства:Не шумний, тихо працює. Вмісткий і зручний в користуванні)
Недостатки:немає"	uk
Холодильники	26723458	9299	20803700	4	"Купував для батьків. Нормальний холодильник за таку ціну ! Камера працює добре, пластик якісний, основна камера простора !
Достоинства:Нормальний холодильник на свою ціну !
Недостатки:Явних немає, свою функцію виконує !"	uk
Холодильники	26366671	9299	20803700	5	"Не так давно ми переїхали жити в новий будиночок і на новосілля нам був подарований саме цей холодильник INDESIT DS 3181 S саме сріблястого кольору. Досвід користування не дуже великий, з місяця жовтня 2017 року, але про переваги і недоліки вже є що написати.
Почнемо із зовнішнього вигляду:
Дизай холодильника взагалі суперський! Так як у нас на кухні майже вся побутова техніка сріблястого кольору, холодильник нам зразу вписався в інтер'єр. Дуже корисна особливість - це перенавішування дверей, хоча нам і в такому вигляді підійшов, як подарували) Ми дуже здивувалися, що в такому великому холодильнику може бути такий невеликий рівень шуму, (нам є з чим зрівнювати) це однозначно ще один його великий плюс! Електроспоживання звичайне як і у всіх холодильниках таких параметрів.
Ще пару слів про холодильне відділення:
Незважаючи на свої не дуже великі зовнішні параметри, об'єму холодильного відділення нам вистачає з головою, сім'я у нас складається з 4-ох чоловік. Полиці холодильної камери виготовленні з якісного скла з профілем білого кольору по боках. Також в комплектацію входять дверні кошики 4 шт. та контейнери для овочів 2 шт., для нашого раціону харчування цього вистачає повністю. Холодильник холодить так, як треба, без всяких збоїв.
Ізюминкою даного холодильника є досить велика по розмірам морозильна камера. Що тут ще сказати, Морозить чудово!!! Дуже сподобалося саме розташування камери знизу, а не зверху, як на деяких моделях.
Це моє перше знайомство з технікою INDESIT, але я з впененістю можу сказати, що воно дуже приємне! Для мене саме головне це якість, і від користування холодильником INDESIT у мене тільки позитивні враження!!! В майбутньому буду користуватися саме технікою цього виробника, і буду радити його всім моїм родичам, друзям та знайомим!!!
Достоинства:Дизайн, якість, об'єм холодильного відділення та морозильної камери.
Недостатки:Відсутність системи розморожування No Frost, а так все влаштовує на всі 100%."	uk
